"name","id","nametype","recclass","mass_g","fall","year","reclat","reclong","GeoLocation"
"Lucerne Valley 046",31371,"Valid","L6",10.32,"Found",2004,34.48742,-116.9735,"(34.48742, -116.9735)"
"Roosevelt County 056",22711,"Valid","H5",10.3,"Found",1972,34.41667,-103.58333,"(34.41667, -103.58333)"
"Roach Dry Lake 030",22621,"Valid","EL6",10.13,"Found",2002,35.67405,-115.36807,"(35.67405, -115.36807)"
"Cuddeback Dry Lake 019",52980,"Valid","L6",10.1,"Found",2008,35.30455,-117.45817,"(35.30455, -117.45817)"
"Lucerne Valley 029",35467,"Valid","CK4",10.1,"Found",2003,34.487,-116.956,"(34.487, -116.956)"
"Laughlin",53492,"Valid","H5",10,"Found",2008,35.16867,-114.455,"(35.16867, -114.455)"
"Roosevelt County 103",22758,"Valid","L6",10,"Found",1998,33.73883,-103.65,"(33.73883, -103.65)"
"Coyote Dry Lake 162",30485,"Valid","H5",9.87,"Found",2002,35.07802,-116.76777,"(35.07802, -116.76777)"
"Roosevelt County 072",22727,"Valid","L5",9.8,"Found",1989,34.1,-103.48333,"(34.1, -103.48333)"
"Roosevelt County 099",22754,"Valid","H(5?)",9.8,"Found",1969,33.6,-103.3,"(33.6, -103.3)"
"Roosevelt County 006",22661,"Valid","L6",9.7,"Found",1979,34.08333,-103.5,"(34.08333, -103.5)"
"Ridgecrest",22604,"Valid","H5",9.69,"Found",1958,35.58333,-117.56667,"(35.58333, -117.56667)"
"Tungsten Mountain 563",51855,"Valid","H5",9.3,"Found",2007,39.6772,-117.62858,"(39.6772, -117.62858)"
"Lucerne Valley 049",30748,"Valid","L6",9.2,"Found",2004,34.48472,-116.96107,"(34.48472, -116.96107)"
"Roosevelt County 086",22741,"Valid","L6",9,"Found",1974,34.28333,-103.28333,"(34.28333, -103.28333)"
"Wah Wah Valley",24197,"Valid","L6",9,"Found",1986,38.67667,-113.30167,"(38.67667, -113.30167)"
"Beer Bottle Pass",4996,"Valid","L5",8.9,"Found",1999,35.66117,-115.33333,"(35.66117, -115.33333)"
"Ryan Field",22789,"Valid","H5",8.9,"Found",1982,32.13333,-111.13333,"(32.13333, -111.13333)"
"Tungsten Mountain 006",24077,"Valid","L6",8.8,"Found",2001,39.68436,-117.62018,"(39.68436, -117.62018)"
"Roosevelt County 022",22677,"Valid","L6",8.7,"Found",1983,34.21667,-103.28333,"(34.21667, -103.28333)"
"Stewart Valley 007",55535,"Valid","H4",8.7,"Found",2001,36.23722,-116.17242,"(36.23722, -116.17242)"
"Cuddeback Dry Lake 018",52979,"Valid","H4",8.5,"Found",2008,35.28638,-117.48305,"(35.28638, -117.48305)"
"Roosevelt County 087",22742,"Valid","H5",8.2,"Found",1977,34.06667,-103.51667,"(34.06667, -103.51667)"
"Tungsten Mountain 004",24075,"Valid","H6",8.1,"Found",2001,39.68444,-117.62022,"(39.68444, -117.62022)"
"Roosevelt County 055",22710,"Valid","H5",7.9,"Found",1971,34.3,-103.43333,"(34.3, -103.43333)"
"Tungsten Mountain 003",24074,"Valid","H4",7.8,"Found",2001,39.68449,-117.62072,"(39.68449, -117.62072)"
"Puente-Ladron",18895,"Valid","L",7.7,"Found",1944,34.4,-106.85,"(34.4, -106.85)"
"Roosevelt County 057",22712,"Valid","L5",7.7,"Found",1973,34.21667,-103.28333,"(34.21667, -103.28333)"
"Lucerne Valley 023",14747,"Valid","L6",7.56,"Found",2002,34.49095,-116.95038,"(34.49095, -116.95038)"
"Coyote Dry Lake 274",45960,"Valid","H4",7.5,"Found",2006,35.05902,-116.76892,"(35.05902, -116.76892)"
"Cuddeback Dry Lake 003",5482,"Valid","L6",7.5,"Found",2000,35.29183,-117.47067,"(35.29183, -117.47067)"
"Lucerne Valley 003",14727,"Valid","H6",7.5,"Found",1963,34.5,-116.95,"(34.5, -116.95)"
"Roosevelt County 088",22743,"Valid","H4",7.5,"Found",1978,33.88333,-103.56667,"(33.88333, -103.56667)"
"Lucerne Valley 096",52528,"Valid","L5",7.3,"Found",2008,34.48662,-116.9564,"(34.48662, -116.9564)"
"Coyote Dry Lake 318",52804,"Valid","H5",7.2,"Found",2009,35.0751,-116.75038,"(35.0751, -116.75038)"
"Timber Creek",24000,"Valid","L4",7,"Found",1982,34.98333,-101.73333,"(34.98333, -101.73333)"
"Tungsten Mountain 008",24079,"Valid","H5",7,"Found",2001,39.68072,-117.62778,"(39.68072, -117.62778)"
"El Mirage Dry Lake 003",53845,"Valid","H6",6.9,"Found",2010,34.63432,-117.56217,"(34.63432, -117.56217)"
"Roosevelt County 078",22733,"Valid","L4",6.9,"Found",1992,34.08333,-103.5,"(34.08333, -103.5)"
"Lucerne Valley 050",32766,"Valid","H4",6.85,"Found",2005,34.48728,-116.95833,"(34.48728, -116.95833)"
"Roosevelt County 100",22755,"Valid","L5",6.8,"Found",1970,34.3,-103.45,"(34.3, -103.45)"
"Stewart Valley 003",55588,"Valid","H4",6.8,"Found",2001,36.21153,-116.16785,"(36.21153, -116.16785)"
"Red Dry Lake 025",31307,"Valid","L5/6",6.55,"Found",2003,35.67947,-114.04338,"(35.67947, -114.04338)"
"Roach Dry Lake 006",22619,"Valid","H6",6.53,"Found",2001,35.68345,-115.34703,"(35.68345, -115.34703)"
"Lucerne Valley 097",52529,"Valid","CK4",6.5,"Found",2008,34.48565,-116.95673,"(34.48565, -116.95673)"
"Lucerne Valley 010",14734,"Valid","H4",6.4,"Found",1965,34.5,-116.95,"(34.5, -116.95)"
"Roosevelt County 090",22745,"Valid","H4",6.4,"Found",1993,34.28333,-103.51667,"(34.28333, -103.51667)"
"Red Dry Lake 067",52886,"Valid","L3.4",6.2,"Found",2009,35.65868,-114.02573,"(35.65868, -114.02573)"
"Apex",2315,"Valid","L6",6.1,"Found",1938,39.75,-105.2,"(39.75, -105.2)"
"Bluewing 001",5079,"Valid","Eucrite-mmict",6.1,"Found",2000,40.2495,-118.93683,"(40.2495, -118.93683)"
"Coyote Dry Lake 130",30473,"Valid","H4",6.1,"Found",2000,35.06785,-116.7494,"(35.06785, -116.7494)"
"Lucerne Valley 051",44718,"Valid","L5",6,"Found",2003,34.525,-116.95333,"(34.525, -116.95333)"
"Red Dry Lake 063",45969,"Valid","H4",6,"Found",2006,35.63333,-114.08333,"(35.63333, -114.08333)"
"Red Dry Lake 064",45970,"Valid","H5",6,"Found",2006,35.64133,-114.09,"(35.64133, -114.09)"
"Red Dry Lake 023",22546,"Valid","L5",5.9,"Found",2002,35.66375,-114.02698,"(35.66375, -114.02698)"
"Lucerne Valley 002",14726,"Valid","LL4",5.8,"Found",1963,34.5,-116.95,"(34.5, -116.95)"
"Tungsten Mountain 541",52014,"Valid","H3.8",5.7,"Found",2007,39.6884,-117.62422,"(39.6884, -117.62422)"
"Lucerne Valley 026",30746,"Valid","L5",5.6,"Found",2003,34.5001,-116.94217,"(34.5001, -116.94217)"
"Roosevelt County 024",22679,"Valid","H5",5.6,"Found",1984,34.08333,-103.5,"(34.08333, -103.5)"
"Roosevelt County 071",22726,"Valid","L4",5.3,"Found",1989,34.1,-103.48333,"(34.1, -103.48333)"
"Red Dry Lake 029",31309,"Valid","H4",5.25,"Found",2004,35.62682,-114.04373,"(35.62682, -114.04373)"
"Lucerne Valley 040",31365,"Valid","L6",5.21,"Found",2004,34.4921,-116.94308,"(34.4921, -116.94308)"
"Roosevelt County 007",22662,"Valid","H5",5.2,"Found",1979,34.08333,-103.5,"(34.08333, -103.5)"
"Tule Valley Hardpan 001",54682,"Valid","L5",5.1,"Found",2009,38.94306,-113.37833,"(38.94306, -113.37833)"
"Roach Dry Lake 002",22617,"Valid","L6",5,"Found",2000,35.65933,-115.37167,"(35.65933, -115.37167)"
"Lea County 003",12752,"Valid","H4",4.91,"Found",1999,32.04333,-103.15333,"(32.04333, -103.15333)"
"Roosevelt County 029",22684,"Valid","H4",4.9,"Found",1984,34.08333,-103.5,"(34.08333, -103.5)"
"Roosevelt County 066",22721,"Valid","L5",4.9,"Found",1988,34.1,-103.48333,"(34.1, -103.48333)"
"Lucerne Valley 007",14731,"Valid","OC",4.8,"Found",1963,34.5,-116.95,"(34.5, -116.95)"
"Red Dry Lake 031",22547,"Valid","H4",4.8,"Found",2002,35.69733,-114.06167,"(35.69733, -114.06167)"
"Roosevelt County 069",22724,"Valid","L5",4.8,"Found",1989,34.1,-103.48333,"(34.1, -103.48333)"
"Roosevelt County 108",47360,"Valid","H5",4.75,"Found",2004,34.21667,-103.18333,"(34.21667, -103.18333)"
"Tungsten Mountain 005",24076,"Valid","L6",4.7,"Found",2001,39.6844,-117.62007,"(39.6844, -117.62007)"
"Tungsten Mountain 542",51853,"Valid","H5",4.6,"Found",2007,39.6872,-117.62618,"(39.6872, -117.62618)"
"Yelland 001",54765,"Valid","L6",4.5,"Found",2011,39.55801,-114.42715,"(39.55801, -114.42715)"
"Tungsten Mountain 113",35730,"Valid","H4/5",4.48,"Found",2004,39.67917,-117.62675,"(39.67917, -117.62675)"
"Coyote Dry Lake 116",30467,"Valid","H6",4.4,"Found",1999,35.05847,-116.769,"(35.05847, -116.769)"
"Sheephole Valley 002",23528,"Valid","L4",4.4,"Found",1999,34.125,-115.56333,"(34.125, -115.56333)"
"Red Dry Lake 071",52971,"Valid","H6",4.35,"Found",2010,35.62453,-114.04688,"(35.62453, -114.04688)"
"Roosevelt County 025",22680,"Valid","L5",4.3,"Found",1984,34.08333,-103.5,"(34.08333, -103.5)"
"Roach Dry Lake 003",22618,"Valid","H5",4.2,"Found",2000,35.6717,-115.36722,"(35.6717, -115.36722)"
"Stewart Valley 008",55536,"Valid","H6",4.2,"Found",2001,36.23743,-116.17223,"(36.23743, -116.17223)"
"Lucerne Valley 030",35468,"Valid","CK4",4.12,"Found",2004,34.48708,-116.95797,"(34.48708, -116.95797)"
"Lucerne Valley 016",14740,"Valid","L5",4.1,"Found",1998,34.5125,-116.95083,"(34.5125, -116.95083)"
"Imperial",12026,"Valid","H4",4,"Found",1908,32.86667,-115.58333,"(32.86667, -115.58333)"
"Lucerne Valley 101",52533,"Valid","CK4",4,"Found",2008,34.48598,-116.95593,"(34.48598, -116.95593)"
"Lucerne Valley 093",52464,"Valid","L6",3.93,"Found",2007,34.4887,-116.9788,"(34.4887, -116.9788)"
"Lucerne Valley 021",14745,"Valid","H6",3.92,"Found",2002,34.49312,-116.94662,"(34.49312, -116.94662)"
"Lucerne Valley 019",14743,"Valid","L6",3.91,"Found",2002,34.48868,-116.94985,"(34.48868, -116.94985)"
"Lucerne Valley 011",14735,"Valid","L6",3.8,"Found",1968,34.5,-116.95,"(34.5, -116.95)"
"Roosevelt County 094",22749,"Valid","L5",3.55,"Found",1994,34.08333,-103.5,"(34.08333, -103.5)"
"Dry Lake Valley",7734,"Valid","L6",3.5,"Found",2000,37.72683,-114.7865,"(37.72683, -114.7865)"
"Lucerne Valley 094",52526,"Valid","CK5",3.5,"Found",2008,34.48712,-116.96147,"(34.48712, -116.96147)"
"Lucerne Valley 014",14738,"Valid","L5",3.4,"Found",1998,34.50133,-116.96467,"(34.50133, -116.96467)"
"Superior Valley 001",23748,"Valid","H5",3.4,"Found",2000,35.25448,-117.10972,"(35.25448, -117.10972)"
"Roosevelt County 076",22731,"Valid","L4",3.3,"Found",1992,34.08333,-103.5,"(34.08333, -103.5)"
"Lucerne Valley 031",35469,"Valid","CK4",3.22,"Found",2004,34.4871,-116.9578,"(34.4871, -116.9578)"
"Coyote Dry Lake 119",30469,"Valid","H5",3.2,"Found",1999,35.03815,-116.7531,"(35.03815, -116.7531)"
"Lucerne Valley 099",52531,"Valid","CK5",3.2,"Found",2008,34.48733,-116.96055,"(34.48733, -116.96055)"
"Roosevelt County 091",22746,"Valid","H4",3.15,"Found",1994,34.08333,-103.5,"(34.08333, -103.5)"
"Lucerne Valley 005",14729,"Valid","L6",3.1,"Found",1963,34.5,-116.95,"(34.5, -116.95)"
"Lucerne Valley 027",30747,"Valid","L6",3.1,"Found",2003,34.48715,-116.95337,"(34.48715, -116.95337)"
"Roosevelt County 030",22685,"Valid","H4",3.1,"Found",1984,34.28333,-103.43333,"(34.28333, -103.43333)"
"Willcox Playa 006",51583,"Valid","H6",3.1,"Found",2004,32.11288,-109.89265,"(32.11288, -109.89265)"
"Lucerne Valley 009",14733,"Valid","H4",3,"Found",1965,34.5,-116.95,"(34.5, -116.95)"
"Lucerne Valley 028",35466,"Valid","CK4",3,"Found",2003,34.4875,-116.95567,"(34.4875, -116.95567)"
"Red Dry Lake 065",45971,"Valid","L6",3,"Found",2006,35.647,-114.0955,"(35.647, -114.0955)"
"Yucca 015",57175,"Valid","H-metal",3,"Found",2011,34.8197,-114.2761,"(34.8197, -114.2761)"
"Roosevelt County 011",22666,"Valid","H5",2.9,"Found",1980,33.75,-103.13333,"(33.75, -103.13333)"
"Roosevelt County 093",22748,"Valid","L5",2.78,"Found",1994,34.08333,-103.5,"(34.08333, -103.5)"
"Superior Valley 013",32767,"Valid","L5",2.74,"Found",2002,35.23333,-117.03945,"(35.23333, -117.03945)"
"Superior Valley 018",32768,"Valid","H5",2.74,"Found",2002,35.23667,-117.03945,"(35.23667, -117.03945)"
"Lucerne Valley 024",14748,"Valid","L6",2.71,"Found",2003,34.49553,-116.9471,"(34.49553, -116.9471)"
"Lucerne Valley 089",52460,"Valid","L5",2.6,"Found",2007,34.48972,-116.98128,"(34.48972, -116.98128)"
"Superior Valley 011",23758,"Valid","H6",2.52,"Found",2001,35.23617,-117.043,"(35.23617, -117.043)"
"Lucerne Valley 036",35472,"Valid","CK4",2.48,"Found",2004,34.48793,-116.95638,"(34.48793, -116.95638)"
"Roosevelt County 070",22725,"Valid","L5",2.3,"Found",1989,34.1,-103.48333,"(34.1, -103.48333)"
"Lucerne Valley 048",31373,"Valid","H4",2.29,"Found",2004,34.48667,-116.95833,"(34.48667, -116.95833)"
"Lucerne Valley 042",31367,"Valid","L6",2.17,"Found",2004,34.48595,-116.9637,"(34.48595, -116.9637)"
"Roosevelt County 009",22664,"Valid","H5",2.1,"Found",1979,34.08333,-103.5,"(34.08333, -103.5)"
"Roosevelt County 067",22722,"Valid","L5",2.1,"Found",1988,34.1,-103.48333,"(34.1, -103.48333)"
"Lucerne Valley 008",14732,"Valid","H4",2,"Found",1964,34.5,-116.95,"(34.5, -116.95)"
"Superior Valley 014",34064,"Valid","Acapulcoite",1.77,"Found",2002,35.236,-117.04212,"(35.236, -117.04212)"
"Lucerne Valley 043",31368,"Valid","L4",1.75,"Found",2004,34.48457,-116.96255,"(34.48457, -116.96255)"
"Cuddeback Dry Lake 013",52974,"Valid","H4",1.6,"Found",2008,35.31218,-117.45303,"(35.31218, -117.45303)"
"El Mirage Dry Lake 001",7810,"Valid","H5",1.5,"Found",2000,34.65433,-117.59638,"(34.65433, -117.59638)"
"Lucerne Valley 098",52530,"Valid","CK4",1.5,"Found",2008,34.48703,-116.95595,"(34.48703, -116.95595)"
"Coyote Dry Lake 194",30491,"Valid","L6",1.47,"Found",2004,35.08838,-116.75283,"(35.08838, -116.75283)"
"Tule Valley Hardpan 002",54683,"Valid","H5",1.32,"Found",2009,38.945,-113.38222,"(38.945, -113.38222)"
"Lucerne Valley 012",14736,"Valid","H6",1.2,"Found",1968,34.5,-116.95,"(34.5, -116.95)"
"Goldstone Dry Lake",10943,"Valid","H6",1.1,"Found",1999,35.37333,-116.90833,"(35.37333, -116.90833)"
"Lucerne Valley 095",52527,"Valid","CK5",1.1,"Found",2008,34.48657,-116.9592,"(34.48657, -116.9592)"
"Lucerne Valley 018",14742,"Valid","H6",0.97,"Found",2002,34.48793,-116.9488,"(34.48793, -116.9488)"
"Lucerne Valley 035",35471,"Valid","CK4",0.92,"Found",2004,34.4868,-116.95837,"(34.4868, -116.95837)"
"Lucerne Valley 037",35473,"Valid","CK4",0.9,"Found",2004,34.48887,-116.95223,"(34.48887, -116.95223)"
"Lucerne Valley 058",45968,"Valid","L6",0.85,"Found",2006,34.51092,-116.93962,"(34.51092, -116.93962)"
"Lucerne Valley 041",31366,"Valid","L6",0.84,"Found",2004,34.48975,-116.94277,"(34.48975, -116.94277)"
"Lucerne Valley 100",52532,"Valid","CK5",0.8,"Found",2008,34.48738,-116.96065,"(34.48738, -116.96065)"
"Cuddeback Dry Lake 012",5491,"Valid","H5",0.72,"Found",2002,35.31217,-117.453,"(35.31217, -117.453)"
"Lucerne Valley 092",52463,"Valid","H5",0.6,"Found",2007,34.48148,-116.95325,"(34.48148, -116.95325)"
"Cuddeback Dry Lake 006",5485,"Valid","H6",0.5,"Found",2000,35.31227,-117.453,"(35.31227, -117.453)"
"Palahatchie",18073,"Valid","OC",NA,"Fell",1910,32.31667,-89.71667,"(32.31667, -89.71667)"
"Cimarron",5365,"Valid","CM2",NA,"Found",1948,37.85,-100.35,"(37.85, -100.35)"
"Colorado Springs",5408,"Valid","Iron",NA,"Found",1950,38.83333,-104.83333,"(38.83333, -104.83333)"
"Crosbyton",5475,"Valid","H",NA,"Found",1963,33.66667,-101.26667,"(33.66667, -101.26667)"
"Havana",11857,"Valid","Iron, IAB complex",NA,"Found",NA,40.33333,-90.05,"(40.33333, -90.05)"
"Landreth Draw",12459,"Valid","H5",NA,"Found",1955,37.25,-98.13333,"(37.25, -98.13333)"
"Zapata County",30393,"Valid","Iron",NA,"Found",1930,27,-99,"(27.0, -99.0)"
